ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
3452,3452,Basavaraj Rao,34,9,1,8,1
3453,3453,Padma Patil,26,6,1,5,2
3454,3454,Puneeth Patil,50,3,1,8,1
3455,3455,Krishnappa Gowda,70,2,5,8,1
3456,3456,Umesh Shetty,61,2,2,5,1
3457,3457,Nagamma Swamy,49,2,1,6,2
3458,3458,Chandrashekar Patil,20,6,1,6,1
3459,3459,Deepa Murthy,30,8,1,2,2
3460,3460,Shobha Hegde,70,6,1,2,2
3461,3461,Darshan Shetty,22,5,2,10,1
3462,3462,Umesh Reddy,55,7,1,5,1
3463,3463,Rathnamma Shetty,48,6,1,3,2
3464,3464,Muniraju Kumar,57,2,4,10,1
3465,3465,Rekha,55,9,1,7,2
3466,3466,Kiran,50,8,2,6,1
3467,3467,Santosh Rao,25,1,1,8,1
3468,3468,Prakash,19,3,1,6,1
3469,3469,Manjula Hegde,35,2,1,1,2
3470,3470,Kavitha Patil,32,2,1,8,2
3471,3471,Umesh,68,4,1,3,1
3472,3472,Divya Patil,43,7,1,1,2
3473,3473,Shwetha Patil,65,1,1,10,2
3474,3474,Muniraju,66,7,1,1,1
3475,3475,Sunitha Reddy,38,4,2,1,2
3476,3476,Padma Murthy,57,6,7,1,2
3477,3477,Sunitha Hegde,29,2,3,4,2
3478,3478,Anand Kumar,44,7,2,2,1
3479,3479,Nagaraj Poojari,19,5,1,10,1
3480,3480,Puneeth Hegde,30,1,1,7,1
3481,3481,Harish Patil,25,2,1,4,1
3482,3482,Suresh Patil,67,2,6,5,1
3483,3483,Girish Rao,51,7,2,4,1
3484,3484,Nagamma,29,8,2,9,2
3485,3485,Rekha Naik,47,7,1,8,2
3486,3486,Umesh Achar,28,10,1,2,1
3487,3487,Puneeth Rao,61,6,1,6,1
3488,3488,Deepa Shetty,32,10,3,5,2
3489,3489,Santosh Patil,43,8,1,6,1
3490,3490,Umesh Achar,41,5,1,8,1
3491,3491,Deepa Swamy,51,6,4,2,2
3492,3492,Srinivas Swamy,49,2,1,7,1
3493,3493,Rathnamma Patil,54,2,2,8,2
3494,3494,Santosh Naik,59,2,1,1,1
3495,3495,Darshan Reddy,45,4,4,10,1
3496,3496,Rekha Patil,70,8,1,4,2
3497,3497,Manjula Poojari,66,4,1,4,2
3498,3498,Yogesh,59,1,1,3,1
3499,3499,Kiran Murthy,61,7,1,8,1
3500,3500,Pallavi Gowda,22,3,1,8,2
3501,3501,Bhagya Rao,32,10,1,4,2
3502,3502,Yogesh,70,2,1,8,1
3503,3503,Kavitha Kumar,25,10,4,10,2
3504,3504,Geetha,36,6,2,8,2
3505,3505,Srinivas Shetty,66,6,1,10,1
3506,3506,Raghavendra Rao,44,9,1,5,1
3507,3507,Sunitha Hegde,59,7,1,7,2
3508,3508,Puneeth Swamy,41,6,2,1,1
3509,3509,Mahesh Swamy,18,2,1,7,1
3510,3510,Pallavi Rao,53,5,2,5,2
3511,3511,Chandrashekar Swamy,33,8,1,9,1
3512,3512,Vani,25,2,1,10,2
3513,3513,Padma Kumar,41,1,1,6,2
3514,3514,Yogesh Achar,40,6,1,10,1
3515,3515,Lokesh,51,8,1,1,1
3516,3516,Darshan Hegde,38,1,1,5,1
3517,3517,Umesh Murthy,33,3,1,4,1
3518,3518,Padma Hegde,37,2,1,2,2
3519,3519,Shwetha Poojari,46,3,6,10,2
3520,3520,Geetha Murthy,29,1,1,5,2
3521,3521,Darshan Reddy,38,7,1,3,1
3522,3522,Girish Hegde,22,3,1,3,1
3523,3523,Sunitha Rao,48,7,3,4,2
3524,3524,Basavaraj Poojari,18,8,1,7,1
3525,3525,Deepa Patil,30,3,1,7,2
3526,3526,Shobha Shetty,34,2,1,8,2
3527,3527,Shwetha Shetty,59,1,1,4,2
3528,3528,Santosh Naik,68,6,6,10,1
3529,3529,Divya,66,6,2,10,2
3530,3530,Padma Reddy,69,3,3,1,2
3531,3531,Shwetha Poojari,38,6,1,3,2
3532,3532,Bhagya Kumar,58,6,3,9,2
3533,3533,Anand Hegde,51,6,1,6,1
3534,3534,Manjunath,32,8,1,1,1
3535,3535,Rathnamma Murthy,48,4,2,8,2
3536,3536,Asha,53,6,1,2,2
3537,3537,Nagaraj Kumar,24,7,1,10,1
3538,3538,Manjula Naik,19,2,1,9,2
3539,3539,Shivakumar Reddy,29,8,1,3,1
3540,3540,Manjunath Hegde,31,7,1,7,1
3541,3541,Santosh Gowda,38,2,1,1,1
3542,3542,Vani Hegde,63,5,1,2,2
3543,3543,Manjunath Reddy,55,2,1,7,1
3544,3544,Kiran Rao,28,2,1,4,1
3545,3545,Basavaraj Gowda,24,3,1,6,1
3546,3546,Prakash Naik,47,1,4,3,1
3547,3547,Raghavendra Achar,58,8,7,4,1
3548,3548,Girish Murthy,44,3,1,7,1
3549,3549,Kiran,34,2,1,6,1
3550,3550,Harish Poojari,43,1,1,10,1
3551,3551,Geetha Rao,29,5,1,4,2
3552,3552,Divya Reddy,55,9,1,5,2
3553,3553,Anand Hegde,50,5,1,8,1
3554,3554,Chandrashekar,35,7,2,8,1
3555,3555,Ramesh Murthy,66,7,1,3,1
3556,3556,Mahesh Achar,53,1,2,2,1
3557,3557,Girish,20,2,2,8,1
3558,3558,Asha Achar,35,2,2,2,2
3559,3559,Suresh Hegde,65,5,2,8,1
3560,3560,Anand Reddy,57,5,1,3,1
3561,3561,Harish Gowda,28,4,4,6,1
3562,3562,Krishnappa Shetty,24,1,1,3,1
3563,3563,Darshan,60,7,1,6,1
3564,3564,Mahesh Reddy,23,4,7,1,1
3565,3565,Anand Hegde,70,2,1,2,1
3566,3566,Puneeth Rao,31,6,2,1,1
3567,3567,Mahesh Murthy,44,9,2,5,1
3568,3568,Venkatesh,68,7,1,5,1
3569,3569,Puneeth Reddy,46,2,2,3,1
3570,3570,Puneeth Patil,26,1,1,10,1
3571,3571,Chandrashekar Poojari,37,7,1,2,1
3572,3572,Deepa Reddy,54,6,1,4,2
3573,3573,Ramesh Patil,18,7,1,10,1
3574,3574,Mahesh Murthy,33,6,1,6,1
3575,3575,Shwetha Shetty,61,4,1,8,2
3576,3576,Lokesh Shetty,33,8,2,7,1
3577,3577,Lakshmi,52,10,1,3,2
3578,3578,Yogesh Naik,31,8,1,9,1
3579,3579,Lakshmi Naik,45,2,1,8,2
3580,3580,Divya Shetty,47,1,1,2,2
3581,3581,Bhagya Kumar,20,3,1,5,2
3582,3582,Sunitha Swamy,22,2,1,2,2
3583,3583,Chandrashekar Naik,61,2,1,5,1
3584,3584,Shwetha Achar,25,2,3,2,2
3585,3585,Srinivas Gowda,51,9,1,8,1
3586,3586,Kavitha Achar,19,8,2,4,2
3587,3587,Anand Achar,61,8,4,5,1
3588,3588,Deepa Reddy,33,5,2,9,2
3589,3589,Anand Achar,52,2,1,1,1
3590,3590,Savitha,45,4,1,9,2
3591,3591,Venkatesh Kumar,51,6,1,8,1
3592,3592,Nagamma Reddy,48,4,1,9,2
3593,3593,Basavaraj Swamy,62,7,1,8,1
3594,3594,Darshan,22,9,1,9,1
3595,3595,Shobha Naik,54,8,1,3,2
3596,3596,Santosh Gowda,51,5,1,1,1
3597,3597,Chandrashekar Gowda,63,2,1,2,1
3598,3598,Yogesh Hegde,18,1,1,2,1
3599,3599,Rekha,37,3,3,5,2
3600,3600,Puneeth,39,8,2,7,1
3601,3601,Vani Swamy,23,3,2,6,2
3602,3602,Muniraju Achar,27,8,1,5,1
3603,3603,Anand Swamy,21,10,1,3,1
3604,3604,Deepa Murthy,52,3,1,1,2
3605,3605,Puneeth Naik,29,2,2,6,1
3606,3606,Muniraju Shetty,61,3,1,5,1
3607,3607,Darshan Swamy,34,4,1,3,1
3608,3608,Harish,40,1,1,1,1
3609,3609,Raghavendra Hegde,32,4,1,9,1
3610,3610,Ramesh Gowda,38,9,7,1,1
3611,3611,Prakash Poojari,21,1,3,8,1
3612,3612,Asha Hegde,59,4,1,7,2
3613,3613,Harish Murthy,18,7,1,7,1
3614,3614,Basavaraj Gowda,19,8,1,2,1
3615,3615,Chandrashekar,53,7,2,1,1
3616,3616,Prakash,26,2,1,1,1
3617,3617,Santosh Kumar,65,7,7,2,1
3618,3618,Vani,32,1,5,2,2
3619,3619,Prakash Kumar,64,2,1,9,1
3620,3620,Darshan Shetty,28,5,2,1,1
3621,3621,Darshan Kumar,56,7,2,1,1
3622,3622,Nagaraj Shetty,56,4,3,7,1
3623,3623,Savitha,28,7,1,1,2
3624,3624,Umesh Hegde,58,8,1,10,1
3625,3625,Rekha,30,6,2,10,2
3626,3626,Pallavi Murthy,30,1,1,5,2
3627,3627,Suresh Gowda,50,2,7,1,1
3628,3628,Ramesh Naik,31,2,1,8,1
3629,3629,Divya Murthy,31,4,1,1,2
3630,3630,Harish Naik,19,2,1,10,1
3631,3631,Darshan Murthy,37,5,2,7,1
3632,3632,Shivakumar Rao,27,8,1,1,1
3633,3633,Lokesh,51,2,1,8,1
3634,3634,Nagamma Murthy,44,3,1,9,2
3635,3635,Geetha Poojari,19,2,1,2,2
3636,3636,Asha Hegde,70,10,1,6,2
3637,3637,Rathnamma Reddy,28,8,2,6,2
3638,3638,Shivakumar Shetty,45,1,2,3,1
3639,3639,Deepa,49,5,3,10,2
3640,3640,Lakshmi,70,5,1,4,2
3641,3641,Shwetha Murthy,65,8,4,9,2
3642,3642,Umesh Achar,59,8,1,7,1
3643,3643,Yogesh Reddy,43,6,1,8,1
3644,3644,Shwetha Naik,45,5,2,1,2
3645,3645,Nagaraj Kumar,49,2,1,3,1
3646,3646,Kavitha Reddy,37,2,1,5,2
3647,3647,Muniraju Hegde,37,2,2,6,1
3648,3648,Chandrashekar Shetty,58,5,1,6,1
3649,3649,Umesh Naik,20,8,1,5,1
3650,3650,Divya Poojari,64,6,1,1,2
3651,3651,Shobha Gowda,42,7,1,10,2
3652,3652,Basavaraj Achar,57,7,2,5,1
3653,3653,Darshan Poojari,35,6,1,5,1
3654,3654,Santosh Murthy,63,2,1,1,1
3655,3655,Rekha Patil,57,1,3,5,2
3656,3656,Umesh Shetty,23,2,1,10,1
3657,3657,Girish Kumar,46,2,1,4,1
3658,3658,Kavitha,57,4,1,1,2
3659,3659,Rathnamma Poojari,65,4,2,9,2
3660,3660,Manjunath Poojari,30,4,2,1,1
3661,3661,Geetha Kumar,57,6,1,4,2
3662,3662,Mahesh Shetty,24,4,1,1,1
3663,3663,Chandrashekar Reddy,58,7,1,6,1
3664,3664,Mahesh Shetty,30,3,1,6,1
3665,3665,Muniraju Patil,69,1,1,4,1
3666,3666,Vani,28,2,2,3,2
3667,3667,Pallavi Reddy,18,8,1,9,2
3668,3668,Padma,18,7,1,2,2
3669,3669,Harish Naik,60,8,1,3,1
3670,3670,Santosh Reddy,64,6,1,6,1
3671,3671,Kavitha,35,1,2,7,2
3672,3672,Shivakumar Naik,31,5,3,9,1
3673,3673,Mahesh Poojari,45,2,1,7,1
3674,3674,Santosh Kumar,57,4,2,2,1
3675,3675,Mahesh,18,2,1,7,1
3676,3676,Chandrashekar,46,2,3,10,1
3677,3677,Yogesh Kumar,51,10,1,9,1
3678,3678,Darshan Gowda,54,6,1,2,1
3679,3679,Shivakumar Hegde,52,2,1,9,1
3680,3680,Girish Patil,69,1,1,5,1
3681,3681,Santosh Murthy,38,9,1,4,1
3682,3682,Prakash Hegde,66,2,6,2,1
3683,3683,Shivakumar,59,3,2,1,1
3684,3684,Nagaraj Kumar,53,7,2,6,1
3685,3685,Darshan,28,8,2,8,1
3686,3686,Muniraju Patil,37,4,1,4,1
3687,3687,Venkatesh Naik,57,4,1,1,1
3688,3688,Savitha Swamy,45,8,5,1,2
3689,3689,Basavaraj Naik,54,8,1,10,1
3690,3690,Basavaraj,19,2,2,6,1
3691,3691,Manjunath Naik,31,8,4,2,1
3692,3692,Divya Shetty,23,3,1,7,2
3693,3693,Manjunath,53,2,1,3,1
3694,3694,Manjunath Swamy,24,2,1,5,1
3695,3695,Geetha Murthy,69,8,1,3,2
3696,3696,Harish Shetty,60,1,2,10,1
3697,3697,Srinivas Rao,23,2,1,2,1
3698,3698,Rekha,36,9,1,8,2
3699,3699,Padma Naik,63,1,3,1,2
3700,3700,Muniraju,38,3,1,10,1
3701,3701,Asha,40,1,1,9,2
3702,3702,Girish Hegde,70,3,1,10,1
3703,3703,Vani Kumar,48,2,4,5,2
3704,3704,Shobha Naik,40,4,1,5,2
3705,3705,Harish Patil,30,6,1,6,1
3706,3706,Nagamma Swamy,27,1,1,1,2
3707,3707,Harish Hegde,21,3,1,8,1
3708,3708,Lakshmi Rao,38,4,1,2,2
3709,3709,Vani Patil,30,1,1,10,2
3710,3710,Shobha Swamy,59,3,1,10,2
3711,3711,Geetha Reddy,59,9,1,9,2
3712,3712,Harish Gowda,25,2,2,9,1
3713,3713,Bhagya,64,9,1,4,2
3714,3714,Vani Reddy,40,5,1,5,2
3715,3715,Yogesh Patil,27,8,1,3,1
3716,3716,Nagaraj Poojari,18,7,4,10,1
3717,3717,Nagaraj Murthy,57,6,1,5,1
3718,3718,Deepa Gowda,61,2,1,10,2
3719,3719,Puneeth Patil,61,10,1,9,1
3720,3720,Santosh Kumar,46,6,1,5,1
3721,3721,Nagaraj Achar,70,6,1,8,1
3722,3722,Pallavi Swamy,52,6,1,10,2
3723,3723,Lokesh,46,2,2,1,1
3724,3724,Nagamma Rao,45,6,3,1,2
3725,3725,Asha Poojari,42,7,3,1,2
3726,3726,Padma Poojari,31,10,3,9,2
3727,3727,Puneeth Achar,43,3,1,3,1
3728,3728,Yogesh Rao,46,3,1,5,1
3729,3729,Puneeth,27,5,1,9,1
3730,3730,Puneeth Shetty,65,7,1,3,1
3731,3731,Chandrashekar Naik,35,1,1,1,1
3732,3732,Kavitha,50,4,2,10,2
3733,3733,Rekha Reddy,62,1,2,2,2
3734,3734,Kavitha,35,4,3,8,2
3735,3735,Rekha Gowda,43,5,6,10,2
3736,3736,Shwetha Gowda,60,4,2,8,2
3737,3737,Chandrashekar Gowda,26,6,2,10,1
3738,3738,Lokesh Patil,21,4,1,5,1
3739,3739,Umesh Shetty,44,8,1,1,1
3740,3740,Savitha Murthy,30,5,6,8,2
3741,3741,Savitha Hegde,62,4,2,7,2
3742,3742,Anand Achar,38,4,1,2,1
3743,3743,Padma,53,3,2,5,2
3744,3744,Venkatesh Naik,35,10,3,7,1
3745,3745,Puneeth Achar,21,6,1,9,1
3746,3746,Krishnappa Hegde,47,1,3,3,1
3747,3747,Divya Shetty,59,5,1,2,2
3748,3748,Basavaraj Shetty,52,8,1,5,1
3749,3749,Lakshmi Reddy,69,1,1,7,2
3750,3750,Ramesh Murthy,54,9,2,9,1
3751,3751,Nagaraj Patil,24,2,1,2,1
3752,3752,Nagamma Rao,47,4,1,4,2
3753,3753,Savitha Shetty,41,2,3,6,2
3754,3754,Mahesh Naik,20,5,1,6,1
3755,3755,Divya Poojari,66,4,3,5,2
3756,3756,Darshan Hegde,54,7,1,9,1
3757,3757,Nagamma Murthy,33,3,1,4,2
3758,3758,Ramesh,22,5,3,3,1
3759,3759,Kavitha Shetty,46,2,2,7,2
3760,3760,Muniraju Hegde,30,5,1,8,1
3761,3761,Santosh,59,2,1,7,1
3762,3762,Rathnamma Reddy,39,7,1,4,2
3763,3763,Prakash Murthy,61,2,4,9,1
3764,3764,Yogesh Hegde,64,2,1,9,1
3765,3765,Ramesh Rao,59,7,1,8,1
3766,3766,Rekha,64,8,1,8,2
3767,3767,Bhagya,45,7,3,8,2
3768,3768,Kiran Poojari,63,4,1,9,1
3769,3769,Raghavendra Poojari,21,9,2,6,1
3770,3770,Vani Reddy,44,6,1,1,2
3771,3771,Ramesh Kumar,25,6,1,2,1
3772,3772,Mahesh Rao,52,3,1,1,1
3773,3773,Pallavi Hegde,26,2,1,9,2
3774,3774,Srinivas Poojari,47,7,1,3,1
3775,3775,Divya,51,2,1,8,2
3776,3776,Krishnappa Rao,43,8,1,8,1
3777,3777,Shivakumar Achar,44,5,4,4,1
3778,3778,Sunitha Patil,29,7,2,4,2
3779,3779,Kiran Shetty,21,2,1,7,1
3780,3780,Divya Patil,50,1,1,1,2
3781,3781,Srinivas,39,2,1,1,1
3782,3782,Raghavendra Gowda,43,6,1,1,1
3783,3783,Shobha Achar,20,6,7,3,2
3784,3784,Manjula Swamy,56,5,1,7,2
3785,3785,Santosh Rao,21,4,1,4,1
3786,3786,Puneeth,56,3,1,6,1
3787,3787,Pallavi Swamy,39,2,1,7,2
3788,3788,Geetha Patil,52,2,2,1,2
3789,3789,Manjula Rao,70,2,1,9,2
3790,3790,Lakshmi Achar,58,4,1,5,2
3791,3791,Kiran Reddy,52,1,1,9,1
3792,3792,Krishnappa Reddy,67,2,1,1,1
3793,3793,Yogesh Shetty,28,4,1,7,1
3794,3794,Divya Kumar,69,3,1,3,2
3795,3795,Puneeth,46,4,3,2,1
3796,3796,Geetha Kumar,26,4,4,9,2
3797,3797,Pallavi,25,4,1,3,2
3798,3798,Manjula Naik,25,7,1,8,2
3799,3799,Kiran Hegde,46,3,1,2,1
3800,3800,Shivakumar Poojari,45,2,1,6,1
3801,3801,Vani Reddy,25,5,4,1,2
3802,3802,Rathnamma,44,2,2,4,2
3803,3803,Kiran Murthy,62,2,1,3,1
3804,3804,Yogesh,66,4,1,3,1
3805,3805,Shobha Naik,39,6,1,9,2
3806,3806,Harish Gowda,52,4,1,7,1
3807,3807,Chandrashekar,58,6,4,6,1
3808,3808,Rathnamma Swamy,64,1,1,8,2
3809,3809,Chandrashekar Achar,46,1,1,9,1
3810,3810,Kiran Patil,62,4,1,6,1
3811,3811,Puneeth Shetty,62,5,1,2,1
3812,3812,Chandrashekar,45,6,1,9,1
3813,3813,Shivakumar Rao,35,6,1,10,1
3814,3814,Manjula Rao,55,6,1,9,2
3815,3815,Puneeth Achar,32,1,4,6,1
3816,3816,Divya Naik,23,3,1,3,2
3817,3817,Prakash Rao,26,3,1,10,1
3818,3818,Divya Shetty,20,6,1,4,2
3819,3819,Kiran Reddy,42,8,1,8,1
3820,3820,Savitha Shetty,41,4,1,5,2
3821,3821,Anand,39,2,1,2,1
3822,3822,Manjunath Gowda,44,5,1,6,1
3823,3823,Srinivas Rao,18,8,1,8,1
3824,3824,Girish Achar,25,2,1,3,1
3825,3825,Suresh Achar,20,8,1,5,1
3826,3826,Deepa Kumar,56,10,2,6,2
3827,3827,Nagamma Naik,52,7,1,5,2
3828,3828,Krishnappa,24,1,1,10,1
3829,3829,Chandrashekar Naik,21,2,1,9,1
3830,3830,Rathnamma Hegde,33,2,3,2,2
3831,3831,Divya Achar,70,8,1,8,2
3832,3832,Basavaraj Poojari,55,4,1,8,1
3833,3833,Anand,43,6,1,6,1
3834,3834,Venkatesh Patil,44,6,1,7,1
3835,3835,Chandrashekar Patil,59,7,1,1,1
3836,3836,Girish Gowda,21,4,1,9,1
3837,3837,Rekha Swamy,38,2,1,10,2
3838,3838,Rathnamma Reddy,68,2,1,10,2
3839,3839,Vani Poojari,52,6,1,8,2
3840,3840,Raghavendra Gowda,22,2,1,8,1
3841,3841,Lakshmi,61,8,1,9,2
3842,3842,Yogesh Gowda,63,8,1,8,1
3843,3843,Bhagya Shetty,26,8,1,3,2
3844,3844,Deepa Patil,41,6,1,10,2
3845,3845,Bhagya Achar,61,6,3,1,2
3846,3846,Lakshmi Reddy,47,1,1,6,2
3847,3847,Umesh Shetty,68,6,3,9,1
3848,3848,Girish,29,9,1,4,1
3849,3849,Ramesh Achar,49,2,1,7,1
3850,3850,Rekha,31,5,1,10,2
3851,3851,Lokesh,28,6,3,5,1
3852,3852,Rekha Poojari,48,2,1,1,2
3853,3853,Vani Naik,48,7,1,4,2
3854,3854,Shwetha Murthy,56,1,3,4,2
3855,3855,Kavitha Kumar,52,1,1,4,2
3856,3856,Kiran Patil,35,4,1,4,1
3857,3857,Santosh Murthy,64,2,1,9,1
3858,3858,Mahesh Gowda,41,1,1,10,1
3859,3859,Rekha Achar,64,6,1,8,2
3860,3860,Kiran Reddy,36,6,3,1,1
3861,3861,Harish Hegde,49,7,1,2,1
3862,3862,Kavitha Rao,46,6,1,1,2
3863,3863,Rathnamma Murthy,18,1,1,10,2
3864,3864,Srinivas Swamy,36,5,1,6,1
3865,3865,Rathnamma Achar,37,1,2,1,2
3866,3866,Suresh,35,2,1,3,1
3867,3867,Suresh Swamy,65,2,1,6,1
3868,3868,Anand Patil,48,3,1,2,1
3869,3869,Shobha Gowda,37,5,1,6,2
3870,3870,Venkatesh Reddy,34,7,1,3,1
3871,3871,Rekha,42,2,1,7,2
3872,3872,Puneeth Poojari,66,9,1,4,1
3873,3873,Girish Patil,38,7,2,5,1
3874,3874,Girish,47,8,3,6,1
3875,3875,Venkatesh,44,3,1,1,1
3876,3876,Shivakumar Naik,52,5,1,8,1
3877,3877,Asha Gowda,29,2,1,8,2
3878,3878,Bhagya Shetty,37,1,1,10,2
3879,3879,Venkatesh Naik,52,5,1,6,1
3880,3880,Manjunath Patil,56,3,1,9,1
3881,3881,Prakash Patil,21,4,2,6,1
3882,3882,Asha Poojari,35,8,1,9,2
3883,3883,Mahesh Shetty,38,6,4,6,1
3884,3884,Savitha Hegde,33,5,2,5,2
3885,3885,Manjula,64,1,1,1,2
3886,3886,Manjunath Achar,32,2,1,7,1
3887,3887,Savitha Hegde,43,2,1,6,2
3888,3888,Divya,40,4,7,10,2
3889,3889,Nagaraj Hegde,69,3,4,2,1
3890,3890,Santosh Swamy,44,5,1,7,1
3891,3891,Bhagya,64,4,1,7,2
3892,3892,Lakshmi,42,6,1,10,2
3893,3893,Anand Murthy,19,7,5,1,1
3894,3894,Srinivas Hegde,52,5,1,7,1
3895,3895,Mahesh Shetty,51,8,1,3,1
3896,3896,Rekha Kumar,24,8,1,5,2
3897,3897,Nagamma Shetty,68,2,1,5,2
3898,3898,Umesh Rao,26,7,1,8,1
3899,3899,Rathnamma Shetty,61,4,1,5,2
3900,3900,Rekha Naik,27,1,1,6,2
3901,3901,Savitha Achar,21,8,1,6,2
3902,3902,Venkatesh Achar,27,10,1,4,1
3903,3903,Girish Gowda,53,4,1,2,1
3904,3904,Lokesh Achar,22,2,2,5,1
3905,3905,Nagamma Kumar,63,4,1,2,2
3906,3906,Rekha Gowda,23,8,1,6,2
3907,3907,Santosh Rao,18,3,1,10,1
3908,3908,Rathnamma Shetty,36,3,1,4,2
3909,3909,Manjula Swamy,57,8,2,2,2
3910,3910,Krishnappa Hegde,60,1,1,1,1
3911,3911,Shivakumar Naik,58,6,1,1,1
3912,3912,Krishnappa Rao,50,2,7,5,1
3913,3913,Savitha Patil,27,5,1,2,2
3914,3914,Muniraju Reddy,42,1,1,6,1
3915,3915,Sunitha Naik,36,3,1,6,2
3916,3916,Deepa Poojari,44,6,1,5,2
3917,3917,Lakshmi,68,4,1,3,2
3918,3918,Raghavendra Poojari,43,1,2,4,1
3919,3919,Mahesh,47,3,2,8,1
3920,3920,Suresh Hegde,46,7,2,9,1
3921,3921,Manjunath Murthy,33,5,1,8,1
3922,3922,Srinivas Hegde,52,8,2,10,1
3923,3923,Deepa,40,9,3,9,2
3924,3924,Girish Patil,40,2,1,7,1
3925,3925,Girish Kumar,46,4,1,4,1
3926,3926,Asha Reddy,31,2,1,7,2
3927,3927,Santosh Reddy,64,3,1,4,1
3928,3928,Chandrashekar Shetty,33,5,1,4,1
3929,3929,Kavitha Murthy,41,8,1,2,2
3930,3930,Nagaraj Rao,22,5,1,7,1
3931,3931,Darshan,64,4,1,1,1
3932,3932,Kavitha Shetty,48,3,1,9,2
3933,3933,Chandrashekar Shetty,39,7,3,1,1
3934,3934,Muniraju Swamy,28,1,1,2,1
3935,3935,Savitha Reddy,52,7,2,5,2
3936,3936,Divya Murthy,28,2,1,5,2
3937,3937,Padma Shetty,58,2,1,9,2
3938,3938,Shobha Gowda,20,5,1,5,2
3939,3939,Lokesh Patil,24,8,1,10,1
3940,3940,Kavitha,48,2,1,8,2
3941,3941,Rathnamma Naik,43,2,1,7,2
3942,3942,Vani,49,2,1,3,2
3943,3943,Ramesh Patil,63,6,5,2,1
3944,3944,Venkatesh Swamy,33,3,1,1,1
3945,3945,Sunitha Achar,37,8,1,8,2
3946,3946,Rekha Murthy,34,2,1,6,2
3947,3947,Kiran Poojari,32,2,1,4,1
3948,3948,Suresh,57,7,1,4,1
3949,3949,Manjula Naik,39,8,1,9,2
3950,3950,Krishnappa Swamy,30,2,1,3,1
3951,3951,Srinivas Achar,43,6,4,1,1
3952,3952,Girish,41,3,1,8,1
3953,3953,Harish Murthy,56,4,7,9,1
3954,3954,Shobha Naik,56,3,5,5,2
3955,3955,Anand,33,7,7,6,1
3956,3956,Shobha Achar,41,1,2,3,2
3957,3957,Srinivas Swamy,68,4,7,2,1
3958,3958,Darshan Shetty,58,7,1,3,1
3959,3959,Santosh Hegde,36,2,1,3,1
3960,3960,Nagaraj Rao,42,7,1,8,1
3961,3961,Prakash Shetty,40,4,1,6,1
3962,3962,Prakash Patil,41,5,1,9,1
3963,3963,Basavaraj Shetty,30,3,7,10,1
3964,3964,Pallavi,21,2,3,5,2
3965,3965,Lokesh Kumar,39,3,1,1,1
3966,3966,Pallavi Hegde,48,2,1,4,2
3967,3967,Rathnamma Hegde,54,2,1,6,2
3968,3968,Santosh Gowda,58,2,1,1,1
3969,3969,Kavitha Poojari,36,4,1,6,2
3970,3970,Asha Shetty,63,6,2,10,2
3971,3971,Nagamma Shetty,53,7,1,5,2
3972,3972,Manjula Patil,32,2,1,7,2
3973,3973,Suresh Swamy,53,8,1,3,1
3974,3974,Raghavendra,38,8,2,8,1
3975,3975,Deepa,33,1,1,4,2
3976,3976,Chandrashekar Reddy,62,3,1,2,1
3977,3977,Suresh,41,6,1,7,1
3978,3978,Kavitha Naik,41,3,1,5,2
3979,3979,Mahesh Murthy,49,5,3,8,1
3980,3980,Santosh Swamy,46,3,1,6,1
3981,3981,Manjula Patil,45,3,1,7,2
3982,3982,Prakash Kumar,64,4,2,9,1
3983,3983,Girish Kumar,23,7,2,4,1
3984,3984,Shobha Naik,37,2,2,7,2
3985,3985,Umesh Murthy,57,2,1,8,1
3986,3986,Rekha Achar,70,8,1,4,2
3987,3987,Chandrashekar,54,8,3,2,1
3988,3988,Rathnamma,50,4,1,7,2
3989,3989,Umesh Naik,69,5,1,1,1
3990,3990,Yogesh Poojari,35,6,3,1,1
3991,3991,Kiran Rao,34,2,1,9,1
3992,3992,Geetha Kumar,66,2,1,8,2
3993,3993,Rathnamma Gowda,61,5,4,8,2
3994,3994,Vani Shetty,20,8,1,8,2
3995,3995,Deepa Achar,21,2,3,5,2
3996,3996,Girish Achar,23,4,7,6,1
3997,3997,Venkatesh Patil,63,2,2,1,1
3998,3998,Umesh Gowda,65,8,1,3,1
3999,3999,Geetha Gowda,70,2,1,10,2
4000,4000,Manjunath Hegde,60,3,1,7,1
4001,4001,Vani Rao,21,6,1,7,2
4002,4002,Savitha Gowda,21,5,2,5,2
4003,4003,Harish Kumar,57,2,7,3,1
4004,4004,Rathnamma Achar,67,5,2,2,2
4005,4005,Puneeth,41,8,2,8,1
4006,4006,Krishnappa Shetty,66,5,1,8,1
4007,4007,Santosh Murthy,30,4,1,4,1
4008,4008,Nagamma Naik,69,6,1,3,2
4009,4009,Deepa Kumar,67,5,1,6,2
4010,4010,Santosh,53,7,3,9,1
4011,4011,Lakshmi Patil,40,4,1,8,2
4012,4012,Srinivas Swamy,70,1,1,10,1
4013,4013,Manjula Achar,54,7,1,5,2
4014,4014,Darshan Rao,22,6,2,1,1
4015,4015,Srinivas Kumar,32,2,2,9,1
4016,4016,Divya Shetty,32,6,1,2,2
4017,4017,Venkatesh Shetty,37,1,1,10,1
4018,4018,Kiran Kumar,26,6,1,5,1
