VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
3850,9946,Suresh,65,1,0
3851,9948,Pallavi Swamy,40,2,0
3852,9950,Ramesh,44,1,0
3853,9953,Divya,27,2,0
3854,9954,Shobha Rao,51,2,0
3855,9955,Padma Shetty,18,2,0
3856,9956,Nagamma Reddy,56,2,0
3857,9962,Kavitha Shetty,18,2,0
3858,9963,Bhagya Gowda,57,2,0
3859,9971,Geetha Rao,68,2,0
3860,9974,Padma Reddy,61,2,0
3861,9976,Muniraju Kumar,69,1,0
3862,9988,Geetha Swamy,37,2,0
3863,9991,Shobha Swamy,19,2,0
3864,9992,Umesh Rao,56,1,0
3865,9994,Shobha Naik,43,2,0
3866,9995,Padma Kumar,62,2,0
3867,9997,Manjula Shetty,17,2,0
3868,9998,Bhagya Hegde,20,2,0
3869,9999,Divya Naik,51,2,0
3870,10000,Pallavi Shetty,45,2,0
3871,10001,Bhagya,27,2,0
3872,10002,Harish Kumar,61,1,0
3873,10004,Chandrashekar Murthy,21,1,0
3874,10008,Sunitha Rao,16,2,0
3875,10010,Rathnamma Reddy,27,2,1
3876,10013,Mahesh Hegde,36,1,0
3877,10017,Puneeth Naik,19,1,0
3878,10018,Geetha Rao,20,2,0
3879,10019,Rekha Shetty,54,2,0
3880,10021,Lakshmi Hegde,43,2,0
3881,10023,Rekha Patil,46,2,0
3882,10024,Manjula,50,2,0
3883,10025,Deepa Reddy,24,2,0
3884,10026,Srinivas Hegde,30,1,0
3885,10028,Sunitha Reddy,27,2,0
3886,10030,Shobha Poojari,30,2,0
3887,10045,Asha Reddy,69,2,0
3888,10050,Asha Hegde,20,2,0
3889,10051,Venkatesh Shetty,48,1,0
3890,10054,Ramesh Gowda,25,1,0
3891,10057,Sunitha Naik,48,2,0
3892,10058,Prakash Gowda,16,1,0
3893,10059,Lokesh,73,1,0
3894,10067,Lokesh Naik,38,1,0
3895,10068,Rathnamma Kumar,56,2,0
3896,10069,Vani Kumar,43,2,0
3897,10070,Savitha Reddy,21,2,0
3898,10073,Manjula Poojari,34,2,0
3899,10076,Rathnamma Kumar,28,2,0
3900,10077,Rekha Reddy,61,2,0
3901,10080,Srinivas Naik,53,1,0
3902,10082,Asha Poojari,36,2,0
3903,10085,Savitha Patil,50,2,0
3904,10087,Lakshmi Gowda,59,2,0
3905,10089,Prakash Swamy,43,1,0
3906,10093,Shwetha,23,2,0
3907,10097,Muniraju Rao,38,1,0
3908,10098,Shwetha Achar,45,2,0
3909,10100,Bhagya,61,2,0
3910,10103,Padma Murthy,55,2,0
3911,10107,Srinivas Shetty,36,1,0
3912,10110,Pallavi Hegde,22,2,0
3913,10115,Divya Achar,65,2,0
3914,10116,Sunitha Murthy,62,2,0
3915,10119,Deepa Naik,26,2,0
3916,10121,Lakshmi Naik,32,2,0
3917,10122,Rekha Hegde,67,2,0
3918,10124,Harish Achar,63,1,0
3919,10126,Geetha Poojari,44,2,0
3920,10127,Vani Gowda,51,2,0
3921,10128,Asha Gowda,23,2,0
3922,10129,Divya Shetty,55,2,0
3923,10134,Deepa Swamy,49,2,0
3924,10138,Nagamma Swamy,17,2,0
3925,10140,Santosh Hegde,25,1,0
3926,10143,Harish Hegde,37,1,0
3927,10144,Pallavi,71,2,0
3928,10147,Lokesh Kumar,16,1,1
3929,10149,Yogesh,27,1,0
3930,10152,Suresh Reddy,24,1,0
3931,10155,Rekha Achar,61,2,0
3932,10157,Shobha Swamy,63,2,0
3933,10158,Pallavi,70,2,0
3934,10159,Shwetha Rao,33,2,0
3935,10165,Nagamma,32,2,0
3936,10166,Rathnamma Kumar,28,2,0
3937,10169,Deepa Swamy,40,2,0
3938,10172,Pallavi Patil,24,2,0
3939,10173,Savitha,36,2,0
3940,10177,Shobha Poojari,17,2,0
3941,10178,Bhagya Poojari,48,2,0
3942,10183,Harish Rao,60,1,0
3943,10187,Sunitha Naik,62,2,0
3944,10189,Shobha,50,2,0
3945,10196,Shwetha Murthy,48,2,0
3946,10198,Nagamma Swamy,48,2,0
3947,10200,Savitha,72,2,0
3948,10205,Chandrashekar Shetty,44,1,0
3949,10211,Nagamma Poojari,69,2,0
3950,10212,Shobha Patil,53,2,0
3951,10218,Rekha Swamy,37,2,0
3952,10219,Savitha,41,2,0
3953,10226,Deepa Reddy,27,2,0
3954,10228,Kavitha Achar,68,2,0
3955,10229,Geetha Rao,75,2,0
3956,10230,Shobha Poojari,47,2,0
3957,10231,Bhagya Rao,64,2,0
3958,10233,Chandrashekar Swamy,44,1,0
3959,10235,Nagamma Shetty,71,2,0
3960,10237,Bhagya Naik,60,2,0
3961,10238,Srinivas Shetty,50,1,0
3962,10239,Bhagya,34,2,0
3963,10247,Srinivas,46,1,0
3964,10249,Lakshmi Gowda,44,2,0
3965,10250,Chandrashekar Hegde,30,1,0
3966,10256,Chandrashekar Poojari,32,1,0
3967,10257,Pallavi Patil,44,2,0
3968,10260,Venkatesh Naik,30,1,0
3969,10261,Kavitha Reddy,53,2,0
3970,10262,Darshan Gowda,59,1,0
3971,10263,Vani Hegde,40,2,0
3972,10266,Mahesh Reddy,59,1,0
3973,10269,Vani Naik,23,2,0
3974,10271,Umesh Poojari,56,1,0
3975,10272,Lakshmi Naik,71,2,0
3976,10274,Bhagya Gowda,74,2,0
3977,10275,Padma Kumar,16,2,0
3978,10276,Vani Poojari,16,2,0
3979,10277,Manjula Naik,50,2,0
3980,10279,Savitha Murthy,35,2,0
3981,10281,Sunitha Gowda,33,2,0
3982,10287,Manjula Swamy,55,2,0
3983,10290,Rekha Poojari,69,2,0
3984,10293,Geetha Naik,17,2,0
3985,10297,Harish,53,1,0
3986,10298,Shwetha Rao,25,2,0
3987,10299,Shwetha Rao,20,2,0
3988,10300,Divya Patil,61,2,0
3989,10301,Kavitha Murthy,26,2,0
3990,10305,Bhagya Reddy,32,2,0
3991,10313,Venkatesh Reddy,63,1,0
3992,10319,Nagaraj Kumar,75,1,0
3993,10323,Rekha Kumar,16,2,0
3994,10324,Shobha,39,2,0
3995,10326,Bhagya,66,2,0
3996,10328,Divya Gowda,42,2,0
3997,10330,Basavaraj Naik,37,1,0
3998,10332,Kavitha Swamy,66,2,0
3999,10334,Vani Naik,37,2,0
4000,10336,Venkatesh Rao,21,1,0
4001,10337,Krishnappa Hegde,31,1,0
4002,10339,Lakshmi Rao,57,2,0
4003,10340,Krishnappa Reddy,63,1,0
4004,10342,Manjula Gowda,45,2,0
4005,10343,Krishnappa Murthy,37,1,0
4006,10348,Shobha Achar,18,2,0
4007,10349,Shobha,59,2,0
4008,10353,Lokesh Shetty,75,1,0
4009,10355,Lakshmi Kumar,75,2,0
4010,10358,Manjula Gowda,35,2,0
4011,10361,Shobha Murthy,51,2,0
4012,10365,Anand Patil,60,1,0
4013,10368,Deepa Patil,44,2,0
4014,10373,Shwetha Naik,63,2,0
4015,10377,Pallavi Patil,33,2,0
4016,10378,Deepa Poojari,20,2,0
4017,10381,Harish Patil,57,1,0
4018,10382,Lakshmi Naik,65,2,0
4019,10384,Savitha Reddy,39,2,0
4020,10389,Shwetha Shetty,23,2,0
4021,10392,Sunitha Poojari,74,2,0
4022,10395,Padma Hegde,57,2,0
4023,10397,Kavitha Shetty,45,2,0
4024,10402,Harish Kumar,73,1,0
4025,10404,Lakshmi,47,2,0
4026,10407,Rathnamma Hegde,52,2,0
4027,10408,Nagamma Patil,43,2,0
4028,10412,Srinivas Kumar,17,1,0
4029,10417,Rathnamma Patil,55,2,0
4030,10419,Raghavendra,19,1,0
4031,10422,Pallavi Achar,47,2,0
4032,10424,Mahesh Gowda,24,1,0
4033,10428,Bhagya Patil,18,2,0
4034,10430,Nagaraj Patil,37,1,0
4035,10431,Shwetha Poojari,28,2,0
4036,10432,Lokesh,74,1,0
4037,10435,Deepa Achar,17,2,0
4038,10437,Kavitha Hegde,29,2,0
4039,10438,Sunitha Rao,30,2,0
4040,10440,Krishnappa Kumar,38,1,0
4041,10443,Vani,17,2,0
4042,10446,Raghavendra Hegde,49,1,0
4043,10447,Savitha Naik,19,2,0
4044,10448,Sunitha Shetty,27,2,0
4045,10455,Anand Poojari,47,1,0
4046,10459,Kavitha Reddy,57,2,0
4047,10461,Nagamma Swamy,58,2,0
4048,10462,Geetha Rao,75,2,0
4049,10465,Pallavi Patil,37,2,0
4050,10466,Shwetha Gowda,40,2,0
4051,10469,Savitha Reddy,52,2,0
4052,10472,Ramesh Kumar,48,1,0
4053,10473,Shwetha,31,2,0
4054,10474,Srinivas Gowda,27,1,0
4055,10475,Chandrashekar,53,1,0
4056,10476,Shwetha Shetty,25,2,0
4057,10478,Pallavi Gowda,63,2,0
4058,10482,Bhagya Naik,40,2,0
4059,10483,Anand Naik,28,1,0
4060,10487,Rathnamma Murthy,58,2,0
4061,10488,Savitha Rao,70,2,0
4062,10489,Rathnamma Gowda,41,2,0
4063,10493,Rathnamma Patil,24,2,0
4064,10495,Lakshmi,59,2,0
4065,10496,Shwetha Murthy,36,2,0
4066,10497,Srinivas Poojari,59,1,0
4067,10498,Basavaraj Hegde,34,1,0
4068,10499,Manjunath,46,1,0
4069,10500,Girish Reddy,68,1,0
4070,10504,Asha,16,2,0
4071,10508,Rathnamma,22,2,0
4072,10509,Anand Achar,64,1,0
4073,10510,Manjunath Murthy,27,1,0
4074,10512,Vani Kumar,62,2,0
4075,10514,Rathnamma,74,2,0
4076,10519,Basavaraj Gowda,74,1,0
4077,10520,Shobha Murthy,61,2,0
4078,10521,Bhagya,38,2,0
4079,10522,Girish,34,1,0
4080,10526,Divya Swamy,27,2,0
4081,10528,Lakshmi Gowda,32,2,0
4082,10530,Geetha,46,2,0
4083,10533,Lokesh Murthy,36,1,0
4084,10534,Muniraju Hegde,53,1,0
4085,10535,Shwetha Poojari,74,2,0
4086,10541,Geetha Hegde,18,2,0
4087,10544,Shobha Reddy,56,2,0
4088,10546,Santosh Naik,57,1,0
4089,10547,Srinivas Naik,29,1,1
4090,10549,Padma,59,2,0
4091,10551,Padma Naik,29,2,0
4092,10554,Harish Naik,60,1,0
4093,10555,Prakash Naik,67,1,0
4094,10559,Shobha Rao,69,2,0
4095,10567,Asha,73,2,0
4096,10570,Rekha Gowda,69,2,0
4097,10575,Deepa,19,2,0
4098,10579,Venkatesh,28,1,0
4099,10581,Bhagya Kumar,49,2,0
4100,10586,Pallavi Reddy,21,2,0
4101,10590,Manjunath Gowda,19,1,0
4102,10592,Umesh Poojari,66,1,0
4103,10593,Lakshmi Poojari,72,2,0
4104,10597,Darshan,44,1,0
4105,10599,Raghavendra Poojari,40,1,0
4106,10600,Manjula Poojari,25,2,0
4107,10601,Rathnamma Naik,54,2,0
4108,10603,Bhagya Gowda,54,2,0
4109,10604,Shwetha Poojari,30,2,0
4110,10605,Shwetha Hegde,57,2,0
4111,10608,Rathnamma,25,2,0
4112,10609,Divya,30,2,0
4113,10610,Basavaraj Poojari,28,1,0
4114,10612,Raghavendra Poojari,70,1,0
4115,10616,Kavitha Hegde,46,2,0
4116,10618,Vani Murthy,41,2,0
4117,10621,Shobha,62,2,0
4118,10622,Divya,23,2,0
4119,10623,Pallavi Hegde,33,2,0
4120,10624,Vani Kumar,44,2,0
4121,10625,Girish Swamy,29,1,0
4122,10626,Kavitha Patil,43,2,0
4123,10628,Sunitha,35,2,0
4124,10631,Muniraju Patil,42,1,0
4125,10635,Prakash Kumar,25,1,0
4126,10639,Lakshmi Achar,40,2,0
4127,10640,Lakshmi Naik,72,2,0
4128,10645,Nagaraj,72,1,0
4129,10648,Sunitha Reddy,18,2,0
4130,10649,Rathnamma Kumar,37,2,0
4131,10650,Harish Patil,38,1,0
4132,10655,Pallavi Naik,59,2,0
4133,10657,Asha Achar,33,2,0
4134,10658,Mahesh Shetty,66,1,0
4135,10659,Girish Patil,16,1,0
4136,10660,Manjunath,48,1,0
4137,10662,Lakshmi,42,2,0
4138,10666,Pallavi Poojari,68,2,0
4139,10667,Sunitha Gowda,57,2,0
4140,10672,Divya Gowda,75,2,0
4141,10675,Darshan Achar,61,1,0
4142,10678,Nagaraj,30,1,0
4143,10679,Lokesh Shetty,53,1,0
4144,10683,Kavitha Naik,45,2,0
4145,10684,Deepa,63,2,0
4146,10685,Mahesh,45,1,0
4147,10686,Pallavi Murthy,66,2,0
4148,10687,Kavitha Patil,29,2,0
4149,10691,Yogesh Patil,24,1,0
4150,10694,Rathnamma Poojari,21,2,0
4151,10698,Sunitha Naik,54,2,0
4152,10699,Yogesh Murthy,73,1,0
4153,10700,Lakshmi Hegde,55,2,0
4154,10701,Geetha Reddy,58,2,0
4155,10709,Geetha Kumar,52,2,0
4156,10712,Kavitha,46,2,0
4157,10713,Rekha,47,2,0
4158,10716,Kavitha Poojari,29,2,0
4159,10722,Manjula Reddy,74,2,0
4160,10727,Shobha Achar,59,2,0
4161,10730,Sunitha Hegde,24,2,0
4162,10740,Geetha Rao,27,2,0
4163,10741,Shobha Rao,50,2,0
4164,10743,Divya Patil,33,2,0
4165,10744,Venkatesh,68,1,0
4166,10747,Rekha Kumar,51,2,0
4167,10748,Yogesh Murthy,65,1,0
4168,10749,Padma Kumar,44,2,0
4169,10752,Divya Swamy,33,2,0
4170,10753,Asha Patil,28,2,0
4171,10754,Pallavi Naik,49,2,0
4172,10759,Lakshmi Swamy,30,2,0
4173,10760,Padma Rao,27,2,0
4174,10764,Puneeth Reddy,27,1,0
4175,10767,Muniraju Kumar,69,1,0
4176,10771,Lokesh,33,1,0
4177,10772,Lakshmi Rao,50,2,0
4178,10776,Nagamma Swamy,56,2,0
4179,10777,Anand Gowda,74,1,0
4180,10778,Pallavi Naik,59,2,0
4181,10781,Basavaraj Shetty,45,1,0
4182,10783,Ramesh,28,1,0
4183,10788,Rathnamma Achar,24,2,0
4184,10789,Harish Patil,73,1,0
4185,10793,Geetha,43,2,0
4186,10795,Nagamma Shetty,35,2,0
4187,10796,Pallavi Rao,54,2,0
4188,10803,Geetha Swamy,42,2,0
4189,10804,Savitha Kumar,51,2,0
4190,10806,Divya,33,2,0
4191,10811,Krishnappa Poojari,58,1,0
4192,10819,Puneeth Gowda,16,1,0
4193,10820,Ramesh Rao,18,1,0
4194,10823,Prakash Reddy,28,1,0
4195,10826,Nagamma,51,2,0
4196,10831,Rathnamma Swamy,70,2,0
4197,10836,Savitha Swamy,75,2,0
4198,10840,Girish Poojari,71,1,0
4199,10842,Kiran Poojari,28,1,0
4200,10844,Vani Murthy,20,2,0
4201,10845,Vani Patil,29,2,0
4202,10847,Darshan Naik,31,1,0
4203,10848,Geetha Naik,52,2,0
4204,10850,Harish,26,1,0
4205,10851,Rekha,30,2,0
4206,10855,Srinivas,19,1,1
4207,10856,Girish Naik,64,1,0
4208,10857,Kiran Swamy,27,1,0
4209,10858,Kiran Swamy,53,1,0
4210,10863,Mahesh Murthy,54,1,0
4211,10866,Asha Hegde,44,2,0
4212,10868,Bhagya Swamy,33,2,0
4213,10869,Anand Reddy,26,1,0
4214,10872,Lakshmi Rao,27,2,0
4215,10874,Venkatesh Shetty,71,1,0
4216,10875,Santosh Achar,36,1,0
4217,10878,Santosh Naik,18,1,0
4218,10882,Rekha Patil,57,2,0
4219,10884,Shobha Shetty,70,2,0
4220,10885,Savitha Hegde,51,2,0
4221,10892,Bhagya Poojari,68,2,0
4222,10893,Pallavi Achar,47,2,0
4223,10897,Basavaraj Reddy,62,1,0
4224,10900,Pallavi Kumar,64,2,0
4225,10901,Shobha Poojari,54,2,0
4226,10903,Vani Gowda,23,2,0
4227,10904,Muniraju,43,1,0
4228,10905,Shobha Reddy,42,2,0
4229,10906,Mahesh Kumar,37,1,0
4230,10908,Prakash,61,1,0
4231,10909,Venkatesh,33,1,0
4232,10912,Mahesh Achar,16,1,0
4233,10914,Geetha Swamy,67,2,0
4234,10915,Bhagya Kumar,33,2,0
4235,10916,Nagaraj,38,1,0
4236,10918,Manjula Kumar,59,2,0
4237,10919,Pallavi Hegde,61,2,0
4238,10920,Padma Patil,61,2,0
4239,10921,Kavitha Reddy,62,2,0
4240,10925,Shwetha Swamy,25,2,0
4241,10926,Manjula Reddy,19,2,0
4242,10929,Padma Shetty,71,2,0
4243,10933,Vani Reddy,48,2,0
4244,10936,Shobha,56,2,0
4245,10937,Deepa,55,2,0
4246,10944,Pallavi Kumar,54,2,0
4247,10952,Savitha Gowda,20,2,0
4248,10955,Sunitha Achar,43,2,0
4249,10956,Divya Swamy,59,2,0
4250,10958,Asha Poojari,68,2,0
4251,10959,Rekha Poojari,38,2,0
4252,10960,Padma Kumar,39,2,0
4253,10961,Puneeth Poojari,52,1,0
4254,10962,Padma Swamy,21,2,0
4255,10963,Anand,49,1,0
4256,10965,Asha,24,2,0
4257,10973,Rathnamma,40,2,0
4258,10978,Vani Hegde,50,2,0
4259,10981,Shwetha,25,2,0
4260,10982,Rathnamma Hegde,56,2,0
4261,10984,Divya Kumar,61,2,0
4262,10985,Umesh Murthy,61,1,0
4263,10986,Basavaraj Reddy,45,1,0
4264,10987,Rathnamma Hegde,55,2,0
4265,10997,Girish,34,1,0
4266,10998,Kavitha Kumar,18,2,0
4267,11001,Nagaraj Gowda,70,1,0
4268,11002,Kiran Swamy,75,1,0
4269,11004,Rathnamma Patil,23,2,0
4270,11008,Krishnappa Shetty,69,1,0
4271,11010,Darshan,71,1,0
4272,11011,Deepa,68,2,0
4273,11013,Rekha Hegde,16,2,0
4274,11019,Umesh Shetty,44,1,0
4275,11020,Lokesh Rao,22,1,0
4276,11021,Shwetha Swamy,29,2,0
4277,11022,Mahesh Naik,27,1,0
4278,11023,Sunitha Naik,25,2,0
4279,11027,Asha Swamy,74,2,0
4280,11032,Mahesh Reddy,68,1,0
4281,11037,Puneeth,41,1,0
4282,11038,Rekha Kumar,19,2,0
4283,11040,Rekha,27,2,0
4284,11042,Manjunath Hegde,58,1,0
4285,11046,Asha Swamy,61,2,0
4286,11049,Sunitha Achar,22,2,0
4287,11051,Pallavi Swamy,69,2,0
4288,11052,Rekha Murthy,28,2,0
4289,11055,Divya Patil,43,2,0
4290,11056,Darshan Poojari,70,1,0
4291,11058,Shobha Achar,62,2,0
4292,11059,Savitha Murthy,46,2,0
4293,11062,Manjula Gowda,22,2,0
4294,11065,Padma Hegde,33,2,0
4295,11069,Darshan Poojari,23,1,0
4296,11070,Manjula Murthy,43,2,0
4297,11074,Asha Patil,16,2,0
4298,11075,Yogesh Gowda,65,1,0
4299,11076,Harish Patil,33,1,0
4300,11079,Nagamma Shetty,55,2,0
4301,11081,Nagaraj Patil,55,1,0
4302,11082,Srinivas Shetty,23,1,0
4303,11084,Rekha Shetty,46,2,0
4304,11085,Shivakumar,16,1,0
4305,11091,Bhagya Reddy,50,2,0
4306,11093,Pallavi Gowda,20,2,1
4307,11100,Kavitha Gowda,38,2,0
4308,11101,Shwetha,66,2,0
4309,11106,Nagaraj,17,1,0
4310,11108,Suresh Murthy,59,1,1
4311,11116,Lakshmi Kumar,57,2,0
4312,11117,Santosh,69,1,0
4313,11119,Yogesh Swamy,54,1,0
4314,11122,Yogesh Naik,60,1,0
4315,11123,Vani Reddy,68,2,0
4316,11125,Krishnappa Rao,56,1,0
4317,11126,Basavaraj Murthy,25,1,0
4318,11127,Srinivas Achar,41,1,0
4319,11128,Yogesh Kumar,44,1,0
4320,11129,Asha,67,2,0
4321,11131,Venkatesh Achar,19,1,0
4322,11133,Rekha Reddy,27,2,0
4323,11135,Nagamma Murthy,54,2,0
4324,11139,Pallavi Shetty,53,2,0
4325,11145,Suresh,61,1,0
4326,11147,Rekha Hegde,41,2,0
4327,11150,Rathnamma Gowda,24,2,0
4328,11151,Manjula Kumar,73,2,0
4329,11156,Pallavi Shetty,25,2,0
4330,11157,Santosh Poojari,37,1,0
4331,11161,Divya Poojari,44,2,0
4332,11163,Lokesh Poojari,37,1,0
4333,11166,Vani Naik,66,2,0
4334,11168,Sunitha Naik,64,2,0
4335,11169,Vani Patil,20,2,0
4336,11175,Anand Swamy,56,1,0
4337,11176,Venkatesh Poojari,69,1,0
4338,11179,Krishnappa Murthy,67,1,0
4339,11181,Yogesh Gowda,24,1,0
4340,11183,Srinivas Rao,74,1,0
4341,11186,Puneeth Shetty,66,1,0
4342,11187,Bhagya Naik,59,2,0
4343,11190,Divya Shetty,41,2,0
4344,11193,Lakshmi Reddy,21,2,0
4345,11194,Asha Poojari,35,2,0
4346,11195,Lokesh,54,1,0
4347,11199,Asha,29,2,0
4348,11204,Lokesh Gowda,41,1,0
4349,11207,Vani Patil,18,2,0
4350,11208,Rekha Poojari,59,2,0
4351,11210,Shobha Swamy,17,2,1
4352,11214,Rekha Patil,32,2,0
4353,11215,Kavitha Naik,20,2,0
4354,11216,Savitha Hegde,42,2,0
4355,11217,Kiran Shetty,71,1,0
4356,11220,Padma,31,2,0
4357,11223,Basavaraj Naik,33,1,0
4358,11224,Shwetha Shetty,45,2,0
4359,11225,Umesh,40,1,0
4360,11227,Muniraju Gowda,22,1,0
4361,11230,Puneeth Shetty,45,1,0
4362,11233,Geetha Patil,20,2,0
4363,11236,Shwetha Gowda,34,2,0
4364,11240,Shwetha Murthy,50,2,0
4365,11243,Bhagya,25,2,0
4366,11247,Basavaraj,17,1,0
4367,11250,Shobha Patil,38,2,0
4368,11251,Rekha,40,2,0
4369,11252,Nagamma Reddy,56,2,0
4370,11253,Sunitha Hegde,56,2,0
4371,11259,Prakash Rao,44,1,0
4372,11264,Kavitha Reddy,66,2,0
4373,11266,Nagamma Naik,44,2,0
4374,11270,Asha,18,2,0
4375,11275,Manjula Hegde,49,2,0
4376,11277,Srinivas Reddy,58,1,0
4377,11280,Srinivas Achar,36,1,0
4378,11282,Lokesh,58,1,0
4379,11287,Rekha Swamy,23,2,0
4380,11289,Umesh Gowda,64,1,0
4381,11290,Padma,16,2,0
4382,11296,Manjunath Shetty,38,1,0
4383,11297,Rathnamma Rao,32,2,0
4384,11300,Savitha Murthy,73,2,0
4385,11301,Asha Kumar,35,2,0
4386,11304,Santosh Patil,65,1,0
4387,11309,Lokesh Poojari,69,1,0
4388,11312,Manjula Kumar,73,2,0
4389,11315,Vani Hegde,30,2,0
4390,11317,Krishnappa Patil,69,1,0
4391,11320,Manjunath Achar,75,1,0
4392,11324,Manjula Gowda,44,2,0
4393,11325,Shobha Naik,57,2,0
4394,11328,Sunitha Rao,50,2,0
4395,11330,Divya Reddy,52,2,1
4396,11334,Kavitha,68,2,0
4397,11335,Pallavi Achar,41,2,0
4398,11342,Kavitha Hegde,36,2,0
4399,11344,Umesh Rao,72,1,0
4400,11345,Deepa,63,2,0
4401,11351,Lokesh Kumar,57,1,0
4402,11353,Geetha Poojari,31,2,0
4403,11354,Nagamma Reddy,47,2,0
4404,11356,Nagamma Reddy,30,2,0
4405,11358,Savitha Rao,42,2,0
4406,11364,Raghavendra,46,1,0
4407,11366,Shwetha Patil,22,2,0
4408,11367,Nagaraj Shetty,45,1,0
4409,11371,Raghavendra Patil,16,1,0
4410,11372,Savitha Hegde,57,2,0
4411,11379,Padma Shetty,43,2,0
4412,11385,Asha,66,2,0
4413,11386,Vani,25,2,0
4414,11389,Asha Kumar,23,2,0
4415,11391,Shwetha Hegde,51,2,0
4416,11395,Asha Hegde,32,2,0
4417,11397,Pallavi Naik,68,2,0
4418,11398,Raghavendra,17,1,0
4419,11400,Asha Poojari,63,2,0
4420,11401,Rathnamma Poojari,35,2,0
4421,11402,Shobha Murthy,42,2,0
4422,11405,Manjunath Swamy,22,1,0
4423,11407,Divya Swamy,28,2,0
4424,11411,Geetha Murthy,64,2,0
4425,11413,Sunitha Kumar,53,2,0
4426,11414,Pallavi,37,2,0
4427,11416,Asha Shetty,35,2,0
4428,11421,Puneeth,39,1,0
4429,11422,Asha Naik,75,2,0
4430,11426,Pallavi Patil,34,2,0
4431,11432,Nagamma,40,2,0
4432,11434,Kiran Hegde,16,1,0
4433,11438,Puneeth Achar,56,1,0
4434,11440,Shivakumar,16,1,0
4435,11443,Nagamma Shetty,19,2,0
4436,11446,Nagamma Naik,26,2,0
4437,11447,Venkatesh Murthy,37,1,0
4438,11450,Divya,23,2,0
4439,11458,Girish Achar,43,1,0
4440,11460,Padma Rao,44,2,0
4441,11462,Divya Poojari,38,2,0
4442,11465,Savitha Reddy,67,2,0
4443,11466,Vani Achar,60,2,0
4444,11467,Rathnamma,33,2,0
4445,11468,Yogesh Hegde,30,1,0
4446,11471,Geetha Murthy,22,2,0
4447,11472,Divya,27,2,0
4448,11473,Shobha Patil,32,2,0
4449,11474,Bhagya Swamy,42,2,0
4450,11477,Raghavendra Gowda,53,1,1
4451,11478,Srinivas Reddy,32,1,0
4452,11479,Savitha Reddy,63,2,0
4453,11485,Padma Kumar,49,2,0
4454,11489,Pallavi Swamy,48,2,0
4455,11490,Kiran Reddy,19,1,0
4456,11495,Savitha Gowda,55,2,0
4457,11497,Asha Patil,57,2,0
4458,11498,Venkatesh Patil,47,1,0
4459,11500,Vani Achar,27,2,0
4460,11502,Divya Murthy,46,2,0
4461,11505,Shwetha Hegde,52,2,0
4462,11506,Savitha Kumar,21,2,0
4463,11507,Suresh Patil,70,1,0
4464,11508,Yogesh,41,1,0
4465,11509,Asha Poojari,23,2,0
4466,11511,Chandrashekar,47,1,0
4467,11512,Vani Gowda,69,2,0
4468,11517,Geetha Shetty,23,2,0
4469,11519,Manjula Patil,28,2,0
4470,11520,Yogesh Gowda,41,1,0
4471,11529,Savitha Poojari,38,2,0
4472,11532,Vani Poojari,35,2,0
4473,11533,Deepa Naik,62,2,0
4474,11536,Basavaraj Kumar,51,1,0
4475,11537,Vani Swamy,57,2,0
4476,11539,Muniraju Reddy,19,1,0
4477,11547,Mahesh Kumar,21,1,0
4478,11553,Vani Gowda,63,2,0
4479,11554,Muniraju,36,1,0
4480,11556,Harish Reddy,36,1,0
4481,11558,Rathnamma Hegde,34,2,0
4482,11561,Raghavendra,19,1,0
4483,11562,Suresh Achar,71,1,0
4484,11564,Mahesh Shetty,19,1,0
4485,11567,Padma Gowda,58,2,0
4486,11570,Lokesh Kumar,18,1,0
4487,11572,Manjula Gowda,68,2,0
4488,11573,Nagamma Achar,62,2,0
4489,11576,Divya Rao,51,2,0
4490,11577,Manjula,68,2,0
4491,11578,Chandrashekar Reddy,70,1,0
4492,11579,Nagamma Reddy,49,2,0
4493,11581,Bhagya,59,2,0
4494,11593,Rekha Shetty,51,2,0
4495,11596,Pallavi Swamy,30,2,0
4496,11600,Divya Gowda,50,2,0
4497,11607,Kavitha Poojari,42,2,0
4498,11613,Sunitha,41,2,0
4499,11614,Bhagya Shetty,45,2,0
4500,11617,Nagamma,26,2,0
4501,11619,Basavaraj Patil,56,1,0
4502,11622,Savitha Murthy,62,2,0
4503,11623,Kavitha,21,2,0
4504,11624,Chandrashekar,71,1,0
4505,11628,Vani Gowda,27,2,0
4506,11630,Sunitha Achar,46,2,1
4507,11636,Savitha Naik,48,2,0
4508,11637,Sunitha Naik,17,2,0
4509,11638,Venkatesh Swamy,53,1,0
4510,11639,Nagamma,63,2,0
4511,11643,Yogesh Achar,41,1,0
4512,11644,Chandrashekar Murthy,25,1,0
4513,11645,Shobha Rao,59,2,0
4514,11647,Kiran Rao,66,1,0
4515,11652,Savitha Achar,66,2,0
4516,11654,Shivakumar Hegde,23,1,0
4517,11655,Asha Gowda,26,2,0
4518,11657,Venkatesh Swamy,36,1,0
4519,11660,Harish,61,1,0
4520,11662,Chandrashekar Kumar,27,1,0
4521,11669,Rathnamma Swamy,56,2,0
4522,11671,Girish Reddy,42,1,0
4523,11675,Asha Patil,60,2,0
4524,11677,Darshan,39,1,0
4525,11678,Shobha,51,2,0
4526,11679,Santosh Naik,34,1,0
4527,11683,Vani Poojari,59,2,0
4528,11684,Shwetha Shetty,63,2,0
